Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
Kestore (10mg) 15S Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Carbatit (200)mg Tablets 30s,Medicine,,,Qty,,TITLIS PHARMACEUTICALS (PVT.) LTD.,,,0,NaN,0,Exclusive,1,0,,,
D-Sun ( Vitamin D3 ) Oral Drops 10ml,Medicine,,,Qty,,Neuvic Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
SIMILAC GOLD 400G STAGE 3,Medicine,,,Qty,,,,,0,NaN,0,Exclusive,1,0,,,
SIMILAC GOLD 400G STAGE 1,Medicine,,,Qty,,Abbott Nutrition,,,0,NaN,0,Exclusive,1,0,,,
CIDINE (1MG) 14 TABLETS,Medicine,,,Qty,,,,,0,NaN,0,Exclusive,1,0,,,
LinaMet (2.5/850)mg Tablets 14s,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Synicom 5ml Eye Drops,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Softin (10mg) 30 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
T-Day (5mg) 30 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Movcol 20s Sachets,Medicine,,,Qty,,Genix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Rimona 12s Sachets,Medicine,,,Qty,,Hinucon (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gpride 1mg Tab 30s,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Leflox (250mg )20 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sematide 0.25mg PFS prefilled syringe,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Leflox (500mg )20 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Daplozmet XR 5/500mg tablets 14S,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Rabecid (20mg)21 tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Nutri Syp 120ml,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
DEEP HEAT SPRAY,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Panadol Ultra 20s tab,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Physiogel Dermo Cleanser 150ml,Medicine,,,Qty,,A-Feroz Co,,,0,NaN,0,Exclusive,1,0,,,
Synflex (220mg) 30 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Sitaphage XR (50/500) mg Tablets 14s,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Ranola 500mg 20S tab,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Movax (4mg) Tablet 20's,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
DebiVit 30 Tablets,Medicine,,,Qty,,Genix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Linamet XR (5mg/1000mg) 14 Tablets,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Exempa-Lin Met-XR (10mg/5mg/1000mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Exempa-Lin Met-XR (12.5mg/2.5mg/1000mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Exempa-Lin Met-XR (25mg/5mg/1000mg) 14 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Linjardy MXR (25/5/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Senior Pants XXL 10's,Medicine,,,Qty,,A-Feroz Co,,,0,NaN,0,Exclusive,1,0,,,
Norvasc V (5mg/80mg) 14 Tablets,Medicine,,,Qty,,Pfizer Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Itaglip Plus XR (50/500mg) 14 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Omevex (40mg) IV Injection,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cow & Gate 1 Infant Formula Milk Powder 200G,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
HiCAP M 30 Tablets,Medicine,,,Qty,,Himont Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Xirconi 1% Cream 30g,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Brufen Duo (500mg/150mg) 28 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Empagen TRIO (10mg/5mg/1000mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen TRIO (5mg/2.5mg/1000mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empagen TRIO (12.5mg/2.5mg/1000mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dulan (20mg) 20 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Empaphage M (5mg/500mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Empaphage M (12.5mg/1000mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Empaphage M (5mg/850mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Empaphage M (12.5mg/500mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Empaphage M (5mg/1000mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Empaphage L (25mg/5mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Empaphage L (10mg/5mg) 14 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Morinaga BF-3 600g Powdered Milk SOFTPACK,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gablin CR (330mg) 14 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Gablin CR (165mg) 14 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Gablin CR (82.5mg) 14 Capsules,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Lipiget (10mg) 30 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Broadzole-D 10g,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vilget-M (50/850mg) 28 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lerace (250mg) 20 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitaglu Met XR (100/1000mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sivab 5mg 28s,Medicine,,,Qty,,,,,0,NaN,0,Exclusive,1,0,,,
Dapa-Met (5/850mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Motilium-V (10mg) 100 Tablets,Medicine,,,Qty,,Aspin Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitaglu Met (50/500mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tagipmet-XR (50/500mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dulan (30mg) 20 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zeegap (75mg) 28 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitaglu Met (50/850Mg) 28 Tablets,Medicine,,,Qty,,Hilton,,,0,NaN,0,Exclusive,1,0,,,
Zeegap (50mg) 28 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zeegap (100mg) 28 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Metro Pregnancy Strip 50's,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Sitaglu Met (50/1000mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sitaglu (50mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Inocef 2gm IV Injection 1's,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tamsol-D (0.4/0.5mg) 30 Capsules,Medicine,,,Qty,,Global Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
TAMSOL 0.4MG CAP 30S,Medicine,,,Qty,,Global Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Crestat EZ 20/10MG 10 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Crestat EZ 10/10MG 10 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Sciampa-M (12.5/1000mg) 14 Tablets,Medicine,,,Qty,,Scilife Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tagipmet XR (50/1000mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dapa (10mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Treviamet (50/500mg) 28 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Xenglu-Met (12.5/500mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tagipmet (50/1000mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dapa (5mg) 28 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Actim (2.5mg) 30 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Biforge (5/160mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Flagyl Plus Suspension 90ml,Medicine,,,Qty,,Sanofi-Aventis,,,0,NaN,0,Exclusive,1,0,,,
ERLI PLUS (12.5/1000MG) 14 TABLETS,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Molfix Junior Diaper (Size-5, 62Pcs)",Medicine,,,Qty,,Molfix,,,0,NaN,0,Exclusive,1,0,,,
"Molfix Maxi Diaper (Size-4, 25Pcs)",Medicine,,,Qty,,Molfix,,,0,NaN,0,Exclusive,1,0,,,
"Molfix XL Diaper (Size-6, 19Pcs)",Medicine,,,Qty,,Molfix,,,0,NaN,0,Exclusive,1,0,,,
Biforge (10/160mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Terbisil (1%) 15g Cream,Medicine,,,Qty,,Saffron Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
HERBIOTICS REXOMEN 30 TABLETS,Medicine,,,Qty,,Herbiotics health care,,,0,NaN,0,Exclusive,1,0,,,
"Voren (75mg) 3ml, 100 Ampoule Injections",Medicine,,,Qty,,Asian Continental (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
IFD 50MG Tab 10's,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Slix DS 10 Sachets,Medicine,,,Qty,,Matrix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Morinaga BF-2 300g Powdered Milk SOFTPACK,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar H (80/12.5mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar Am (80/5Mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar 80mg Tablets 20's,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mepore (8x15cm/3.1x6in) Dressing,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Erli Plus (5/1000mg) 14 Tablets,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Braunula G24 (vasofix),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Atorva (40mg) 20 Tablets,Medicine,,,Qty,,Pharmatec Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Clopid (75mg) 20 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Morinaga Bf-3 Grow 900 Grams Powdered Milk (Tin pack),Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
GETRYL (1MG) 30 TABLET,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
ROVISTA 20MG TABLET 30S,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar AM (40/10mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Augmentin (375mg) 18 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Augmentin (1g) 12 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Lipirex (40mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar (20mg) 20 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
DOSIK LIQUID 120ML,Medicine,,,Qty,,Adamjee Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Atorva (20 mg) 20 Tablets,Medicine,,,Qty,,Pharmatec Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Atorva (10 mg) 20 Tablets,Medicine,,,Qty,,Pharmatec Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Branula size 22 china,Medicine,,,Qty,,B BRAUN,,,0,NaN,0,Exclusive,1,0,,,
Branula size 24 B Braun,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Kestine (5mg/5ml) 60ml Syrup,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Jardy-Met XR (25/1000mg) 14 Tablets,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Misar AM 40/5mg 20s tab,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar AM 80/10mg 20s,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lipirex 10mg 20s,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lipirex 20mg 20s,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Misar 40mg 20s tab,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Insulin Syringe B.Braun 1cc,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Onato-V 10/160mg Tablet,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Onato-V 5/160mg Tablet,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cerelac Sachets All,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Empagen-L (5/25mg) 14 Tablets,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Elzanor (12.5/850mg) 14 Tablets,Medicine,,,Qty,,Tabros Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Avec (5mg/5ml) 120ml Syrup,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
ERTAHIL-SIT 15/100MG TAB 14S,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Hot water Bottle,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Johnsons baby oil 200ml,Medicine,,,Qty,,,,,0,NaN,0,Exclusive,1,0,,,
Johnsons baby lotion 200mle lotion,Medicine,,,Qty,,,,,0,NaN,0,Exclusive,1,0,,,
Johnsons baby shamppoo 100ml,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
shield nipple Regular,Medicine,,,Qty,,Shield Corporation Limited,,,0,NaN,0,Exclusive,1,0,,,
Bandage 6cm,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
XIB SYP 120ml,Medicine,,,Qty,,S.J & G. Fazul Ellahie (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
COMBI NOL H+ SYP 120ml,Medicine,,,Qty,,,,,0,NaN,0,Exclusive,1,0,,,
ROCKET WIPES,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Hyspa 0.18% 5ml,Medicine,,,Qty,,Genix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zibes 5mg Tab,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Glytec-M XR 50mg/500mg,Medicine,,,Qty,,Nabiqasim Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
EMPAGEN M XR 10/1000MG TAB 14`S,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Fresh Eyes 15ml Eye Drops,Medicine,,,Qty,,Ethical Laboratories,,,0,NaN,0,Exclusive,1,0,,,
Eyfem Forte Opthalmic Suspension,Medicine,,,Qty,,KOBEC Health Sciences,,,0,NaN,0,Exclusive,1,0,,,
Piligrow AnaGen Shampoo 150ml,Medicine,,,Qty,,Whiz Pharma,,,0,NaN,0,Exclusive,1,0,,,
Pruvix 2mg 30s tab,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Oslia 400IU 10ml Drop,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Pru-Cic 2mg 10s tab,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Almond Oil (Herbi) 10ml,Medicine,,,Qty,,Life Style,,,0,NaN,0,Exclusive,1,0,,,
Evocheck Go Glucometer,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Care Baby Diapers ( XXL ),Medicine,,,Qty,,TF STORE,,,0,NaN,0,Exclusive,1,0,,,
Care Baby Diapers ( XL ),Medicine,,,Qty,,TF STORE,,,0,NaN,0,Exclusive,1,0,,,
Care Baby Diapers ( L ),Medicine,,,Qty,,TF STORE,,,0,NaN,0,Exclusive,1,0,,,
Care Baby Diapers ( M ),Medicine,,,Qty,,TF STORE,,,0,NaN,0,Exclusive,1,0,,,
Care Baby Diapers ( S ),Medicine,,,Qty,,TF STORE,,,0,NaN,0,Exclusive,1,0,,,
Digital Thermometer,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Kalv 120ml Syp,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Saftey Nebulizer Mask small,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Mac-Fenid 267mg,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cerelac Wheat 175gm,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Nido 3+ Growing up formula 800gm,Medicine,,,Qty,,Nestle,,,0,NaN,0,Exclusive,1,0,,,
Tercica (100mg/5ml) 90ml Suspension,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Bronchilate (2mg/5ml) 120ml Syrup,Medicine,,,Qty,,Ray Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ostegem OD 30 Tablets Blister,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Q-Bact 2g (I.M./I.V.) Injection,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Lodopin-V HCT (10mg+160mg+12.5mg),Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Lodopin-V HCT (5mg+160mg+12.5mg),Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Ferrica (150mg 30s cap,Medicine,,,Qty,,SJ & G FAZUL ELLAHIE,,,0,NaN,0,Exclusive,1,0,,,
Vorbo (20mg) 14 Tablets,Medicine,,,Qty,,Horizon Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Molfix Maxi Pants (Size-4, 50Pcs)",Medicine,,,Qty,,Molfix,,,0,NaN,0,Exclusive,1,0,,,
Mepore (8x10cm/2.4x2.8in) Dressing,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
ANALGESIC CREAM 35G,Medicine,,,Qty,,SERNE,,,0,NaN,0,Exclusive,1,0,,,
Tapento IR (50mg) 10 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Inhidex 30mg Cap 30s,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Serloft 50mg tab 30s,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Oss-pro 120ml SUP,Medicine,,,Qty,,Neutro Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
PERIDOTS SOFTGEL,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Marhaba Ispaghol 4gm,Medicine,,,Qty,,Marhaba Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
OnychoNil NAil Paint 20Ml,Medicine,,,Qty,,JENPHARM LIFE SCIENCES,,,0,NaN,0,Exclusive,1,0,,,
Crepe Bandge Evershine 6 inch,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Crepe Bandge Evershine 4 inch,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
"Hepa-Merz (5g) 10ml, 1s Ampoule Infusions",Medicine,,,Qty,,Brookes Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Fusiderm H 15g Cream,Medicine,,,Qty,,Seatle Pharma Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Peridone 10mg 30s tab,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ulcocid (1g/5ml) 120ml Suspension,Medicine,,,Qty,,Don Valley Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
ERLI PLUS (12.5/500MG) 14 TABLETS,Medicine,,,Qty,,PharmEvo (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Molfix Maxi Diaper (Size-4, 72Pcs)",Medicine,,,Qty,,Molfix,,,0,NaN,0,Exclusive,1,0,,,
Mandelac 100ml Face Wash,Medicine,,,Qty,,JENPHARM LIFE SCIENCES,,,0,NaN,0,Exclusive,1,0,,,
Bonmin 60ml Suspension,Medicine,,,Qty,,Continental Pharmaceuticals Limited,,,0,NaN,0,Exclusive,1,0,,,
Lagita Advance 150ml Suspension,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Morinaga 4 BF Chil School ( Vanilla) 300g Powdered Milk,Medicine,,,Qty,,Morinaga Milk Industry CO. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dingo 0.5mg 120ml,Medicine,,,Qty,,SERVING HEALTH PAKISTAN,,,0,NaN,0,Exclusive,1,0,,,
Xyloaid Fa Oinment 20GM 1S,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
